timestamp,sensor_type,acc_x,acc_y,acc_z,lat,lon
1744869450199,lsm6dso Gyroscope Non-wakeup,0.30885965,-0.13431004,-0.24220094,30.32205706,120.1515415
1744869450210,lsm6dso Accelerometer Non-wakeup,-0.41635114,12.573685,-0.26769704,30.32205706,120.1515415
1744869450219,lsm6dso Gyroscope Non-wakeup,-0.21677442,-0.08116633,-0.12186403,30.32205706,120.1515415
1744869450229,lsm6dso Accelerometer Non-wakeup,0.55812585,9.006584,2.594418,30.32205706,120.1515415
1744869450236,lsm6dso Gyroscope Non-wakeup,0.018401774,-0.09155073,-0.18325418,30.32205706,120.1515415
1744869450247,lsm6dso Accelerometer Non-wakeup,-0.23808585,10.639387,2.9715867,30.32205706,120.1515415
1744869450260,lsm6dso Gyroscope Non-wakeup,0.06024481,-0.05764871,-0.17500775,30.32205706,120.1515415
1744869450266,lsm6dso Accelerometer Non-wakeup,-1.0698909,9.9807625,0.71276206,30.32205706,120.1515415
1744869450275,lsm6dso Gyroscope Non-wakeup,0.104531236,-0.22899136,-0.12369657,30.32205706,120.1515415
1744869450286,lsm6dso Accelerometer Non-wakeup,0.1486541,10.507483,0.89342016,30.32205706,120.1515415
1744869450295,lsm6dso Gyroscope Non-wakeup,-0.19295138,-0.0023670332,-0.20799349,30.32205706,120.1515415
1744869450307,lsm6dso Accelerometer Non-wakeup,-2.1161525,8.33151,2.8986056,30.32205706,120.1515415
1744869450316,lsm6dso Gyroscope Non-wakeup,0.207459,-0.27297238,-0.19027892,30.32205706,120.1515415
1744869450326,lsm6dso Accelerometer Non-wakeup,-0.4139583,10.540982,-0.66011995,30.32205706,120.1515415
1744869450334,lsm6dso Gyroscope Non-wakeup,-0.102851406,-0.18592663,-0.11331217,30.32205706,120.1515415
1744869450344,lsm6dso Accelerometer Non-wakeup,-0.042771704,8.863913,2.1601207,30.32205706,120.1515415
1744869450354,lsm6dso Gyroscope Non-wakeup,-0.060702946,-0.04909685,-0.2327328,30.32205706,120.1515415
1744869450366,lsm6dso Accelerometer Non-wakeup,-1.1500504,9.828818,3.1498518,30.32205706,120.1515415
1744869450374,lsm6dso Gyroscope Non-wakeup,0.09994988,-0.27938625,-0.10384403,30.32205706,120.1515415
1744869450383,lsm6dso Accelerometer Non-wakeup,0.80937225,10.010972,1.1856437,30.32205706,120.1515415
1744869450395,lsm6dso Gyroscope Non-wakeup,0.020234315,-0.16699037,-0.11911522,30.32205706,120.1515415
1744869450403,lsm6dso Accelerometer Non-wakeup,-0.25722843,9.633803,0.22313072,30.32205706,120.1515415
1744869450413,lsm6dso Gyroscope Non-wakeup,0.07032379,-0.13858597,-0.21471281,30.32205706,120.1515415
1744869450423,lsm6dso Accelerometer Non-wakeup,-1.2589238,9.110672,1.5556338,30.32205706,120.1515415
1744869450432,lsm6dso Gyroscope Non-wakeup,-0.20394664,-0.100102596,-0.1227803,30.32205706,120.1515415
1744869450443,lsm6dso Accelerometer Non-wakeup,-1.3908281,8.771789,3.751946,30.32205706,120.1515415
1744869450453,lsm6dso Gyroscope Non-wakeup,0.24838577,-0.28915983,-0.12003148,30.32205706,120.1515415
1744869450462,lsm6dso Accelerometer Non-wakeup,0.35443684,10.992328,-0.88295156,30.32205706,120.1515415
1744869450472,lsm6dso Gyroscope Non-wakeup,-0.007864659,-0.19508934,-0.123391144,30.32205706,120.1515415
1744869450483,lsm6dso Accelerometer Non-wakeup,0.06969096,9.251849,-0.16121642,30.32205706,120.1515415
1744869450491,lsm6dso Gyroscope Non-wakeup,-0.0020616094,-0.15416257,-0.20341213,30.32205706,120.1515415
1744869450501,lsm6dso Accelerometer Non-wakeup,-0.40079778,10.275378,0.64217377,30.32205706,120.1515415
1744869450511,lsm6dso Gyroscope Non-wakeup,-0.16546325,-0.22410458,-0.15912572,30.32205706,120.1515415
1744869450521,lsm6dso Accelerometer Non-wakeup,-0.62452674,8.650951,6.3065834,30.32205706,120.1515415
1744869450531,lsm6dso Gyroscope Non-wakeup,-0.048180576,-0.05856498,-0.15087928,30.32205706,120.1515415
1744869450541,lsm6dso Accelerometer Non-wakeup,-1.7150556,11.49153,3.2446675,30.32205706,120.1515415
1744869450551,lsm6dso Gyroscope Non-wakeup,0.43286163,-0.3991123,-0.044897273,30.32205706,120.1515415
1744869450560,lsm6dso Accelerometer Non-wakeup,0.65264237,10.987542,-2.5971098,30.32205706,120.1515415
1744869450570,lsm6dso Gyroscope Non-wakeup,-0.21982865,-0.06100837,-0.10017895,30.32205706,120.1515415
