window_start,window_end,meanx,meany,meanz,sdx,sdy,sdz,meanxg,meanyg,meanzg,sdxg,sdyg,sdzg,label,interval_ms,long_interval
1744005263897,1744005263917,-0.42310488,8.608587,4.9152827,1.3376883,1.8921295,2.2258446,0.00973385,0.124240205,0.04988331,0.29289493,0.27582127,0.47632822,1,20,False
1744005263917,1744005263936,-0.42310488,8.608587,4.9152827,1.3376883,1.8921295,2.2258446,0.01845064,0.121870115,0.031342577,0.27791008,0.27665696,0.49550855,1,19,False
1744005263936,1744005263958,-0.42310488,8.608587,4.9152827,1.3376883,1.8921295,2.2258446,0.018780498,0.114216216,0.021286502,0.2782337,0.28462845,0.50523466,1,22,False
1744005263958,1744005263976,-0.42310488,8.608587,4.9152827,1.3376883,1.8921295,2.2258446,0.019751744,0.10990362,0.009423856,0.27885,0.29266834,0.5081558,1,18,False
1744005263976,1744005263997,-0.42310488,8.608587,4.9152827,1.3376883,1.8921295,2.2258446,0.022842629,0.10131512,-0.001151454,0.27760312,0.29686671,0.5148269,1,21,False
1744005263997,1744005264016,-0.42310488,8.608587,4.9152827,1.3376883,1.8921295,2.2258446,0.007950177,0.103935644,-0.01023629,0.28297716,0.29531375,0.51988566,1,19,False
1744005264016,1744005264034,-0.42310488,8.608587,4.9152827,1.3376883,1.8921295,2.2258446,0.027051372,0.09922602,-0.018629335,0.27342412,0.29870433,0.52050656,1,18,False
1744005264034,1744005264054,-0.42310488,8.608587,4.9152827,1.3376883,1.8921295,2.2258446,0.027265172,0.08768711,-0.013840302,0.27366805,0.3112141,0.52062994,1,20,False
1744005264054,1744005264075,-0.42310488,8.608587,4.9152827,1.3376883,1.8921295,2.2258446,0.013386718,0.102555126,-0.02616109,0.27850887,0.29930678,0.51901746,1,21,False
1744005264075,1744005264093,-0.42310488,8.608587,4.9152827,1.3376883,1.8921295,2.2258446,0.022347849,0.10167551,-0.033760026,0.26624227,0.2992137,0.51986265,1,18,False
1744005264093,1744005264117,-0.42310488,8.608587,4.9152827,1.3376883,1.8921295,2.2258446,0.022366174,0.0937406,-0.026002264,0.26626155,0.30580238,0.52162164,1,24,False
1744005264117,1744005264132,-0.42310488,8.608587,4.9152827,1.3376883,1.8921295,2.2258446,0.04052056,0.09177368,-0.031780887,0.27688465,0.30890954,0.5172339,1,15,False
1744005264132,1744005264153,-0.42310488,8.608587,4.9152827,1.3376883,1.8921295,2.2258446,0.023917725,0.091364406,-0.03704028,0.29399678,0.30889753,0.5167743,1,21,False
1744005264153,1744005264172,-0.42310488,8.608587,4.9152827,1.3376883,1.8921295,2.2258446,0.013038537,0.10241463,-0.05094926,0.30177975,0.31342345,0.51841336,1,19,False
1744005264172,1744005264192,-0.42310488,8.608587,4.9152827,1.3376883,1.8921295,2.2258446,0.041332982,0.086251624,-0.054528836,0.3340003,0.3318584,0.51628023,1,20,False
