window_start,window_end,meanx,meany,meanz,sdx,sdy,sdz,meanxg,meanyg,meanzg,sdxg,sdyg,sdzg,label,interval_ms,long_interval
1744005386672,1744005386691,-0.8838488,8.619605,4.978572,1.6226176,3.234309,2.818808,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005386691,1744005386714,-0.7478408,8.592674,4.9481173,1.6598381,3.2213137,2.8254719,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,23,False
1744005386714,1744005386732,-0.7966304,8.589587,4.9827113,1.663835,3.2227356,2.820232,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,18,False
1744005386732,1744005386751,-0.81932634,8.604238,4.929208,1.6710193,3.2242846,2.8051865,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005386751,1744005386770,-0.71458656,8.571797,4.895116,1.6684994,3.248926,2.799304,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005386770,1744005386790,-0.7169554,8.581494,4.9557323,1.668087,3.2608953,2.7396924,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005386790,1744005386809,-0.71005815,8.623129,4.953507,1.6706944,3.2304652,2.73906,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005386809,1744005386828,-0.6193462,8.609939,4.9046874,1.6150436,3.2357523,2.7206004,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005386828,1744005386849,-0.61755157,8.5812845,4.892789,1.6144174,3.2199848,2.7250235,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,21,False
1744005386849,1744005386867,-0.6365147,8.558971,4.949409,1.6074554,3.224823,2.71997,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,18,False
1744005386867,1744005386892,-0.57005405,8.570105,4.973995,1.6107782,3.2280827,2.7176642,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,25,False
1744005386892,1744005386907,-0.5572704,8.577815,5.0160613,1.6100659,3.2257278,2.721314,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,15,False
1744005386907,1744005386926,-0.5636353,8.679636,4.9052854,1.6136521,3.2218702,2.6020496,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005386926,1744005386946,-0.49270004,8.658926,4.9139476,1.6359663,3.2144213,2.5992308,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005386946,1744005386966,-0.5564508,8.483844,5.0440154,1.5973585,3.1447484,2.5146835,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005386966,1744005386987,-0.55077386,8.679277,4.9655848,1.5931245,3.0096116,2.4413946,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,21,False
1744005386987,1744005387004,-0.4401178,8.588924,4.9682646,1.5193348,3.0231638,2.4412386,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,17,False
1744005387004,1744005387025,-0.47732016,8.650719,4.9719796,1.5072895,3.057073,2.4385686,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,21,False
1744005387025,1744005387044,-0.46812576,8.662713,4.923501,1.5052665,3.0496306,2.4034107,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005387044,1744005387064,-0.4236193,8.586411,4.8983583,1.4501127,3.0818222,2.3685336,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005387064,1744005387085,-0.44921654,8.580094,4.957994,1.4554849,3.0758464,2.2386246,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,21,False
1744005387085,1744005387104,-0.42589247,8.612894,4.8910785,1.4956688,3.0906227,2.3086288,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005387104,1744005387123,-0.38981467,8.652735,4.953202,1.4348756,3.0104556,2.398802,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005387123,1744005387143,-0.43176088,8.537246,5.0018244,1.48646,2.8624432,2.405361,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005387143,1744005387163,-0.37473395,8.705287,4.8427315,1.5618834,2.714956,2.367864,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005387163,1744005387182,-0.34749168,8.510093,4.939264,1.5625684,2.51157,2.280028,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005387182,1744005387201,-0.4345665,8.540021,4.9866714,1.5960721,2.509388,2.277873,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005387201,1744005387221,-0.3732564,8.684984,4.915228,1.5858818,2.3248587,2.2079635,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005387221,1744005387241,-0.3509433,8.59085,5.008596,1.5787354,2.233096,2.164167,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005387241,1744005387262,-0.44289947,8.602078,5.045798,1.5413225,2.240133,2.1439018,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,21,False
1744005387262,1744005387280,-0.38453254,8.617374,4.935621,1.5499481,2.2352574,2.124113,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,18,False
1744005387280,1744005387299,-0.32343185,8.578712,4.879192,1.5053676,2.2378705,2.1078224,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005387299,1744005387319,-0.3819184,8.578235,4.9343467,1.4894137,2.237741,2.085793,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005387319,1744005387339,-0.36884767,8.602151,4.9873295,1.4949695,2.233955,2.088578,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005387339,1744005387358,-0.33267418,8.5671015,5.0353594,1.4622179,2.2396512,2.110105,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005387358,1744005387378,-0.38218766,8.5553465,5.05394,1.4727688,2.23544,2.116191,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005387378,1744005387397,-0.37296927,8.5299,4.9530764,1.4742672,2.2298152,2.2334878,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005387397,1744005387418,-0.3426104,8.572485,4.8596787,1.4635588,2.2472143,2.30118,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,21,False
1744005387418,1744005387436,-0.38012382,8.538897,4.9443607,1.4860129,2.3028429,2.474626,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,18,False
1744005387436,1744005387457,-0.382062,8.61771,4.961332,1.4864954,2.3238397,2.4582222,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,21,False
1744005387457,1744005387476,-0.33131027,8.563315,4.9972243,1.5037708,2.2771811,2.4121952,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005387476,1744005387496,-0.39954156,8.50167,5.0587554,1.552651,2.3285642,2.4998608,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005387496,1744005387517,-0.4122773,8.571552,4.999718,1.5634122,2.2953134,2.4587295,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,21,False
1744005387517,1744005387534,-0.41742188,8.476629,5.0683327,1.5630018,2.2278094,2.4651363,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,17,False
1744005387534,1744005387555,-0.49125838,8.552111,4.98179,1.577481,2.1900811,2.530373,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,21,False
1744005387555,1744005387575,-0.47550765,8.589911,4.8624897,1.5700289,2.2031286,2.5330775,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005387575,1744005387594,-0.5115436,8.50042,4.941495,1.5925632,2.301277,2.6089003,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005387594,1744005387614,-0.584734,8.45443,5.0014176,1.5758828,2.227676,2.5175538,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005387614,1744005387633,-0.56910294,8.500061,4.960309,1.5901222,2.234655,2.549313,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005387633,1744005387652,-0.54171705,8.53691,4.9456587,1.5647713,2.1884868,2.5207584,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005387652,1744005387673,-0.5707779,8.453545,4.995669,1.5812728,2.1612244,2.5352395,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,21,False
1744005387673,1744005387692,-0.6082674,8.521345,4.9474297,1.5162605,2.2442656,2.584108,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005387692,1744005387712,-0.5593343,8.523283,4.956696,1.505866,2.2430193,2.5865533,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005387712,1744005387731,-0.5461617,8.536354,4.95334,1.4969071,2.2494285,2.58737,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005387731,1744005387751,-0.5665127,8.58613,4.9775677,1.4714173,2.2047625,2.5890884,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005387751,1744005387771,-0.5552365,8.484525,4.9884605,1.47416,2.1220791,2.5849059,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005387771,1744005387790,-0.56701523,8.537071,4.9478307,1.4713073,2.1239047,2.5897064,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005387790,1744005387810,-0.5725247,8.533578,4.974457,1.4674556,2.1265864,2.594281,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005387810,1744005387829,-0.5506902,8.533913,4.991554,1.4670179,2.1267657,2.587904,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005387829,1744005387849,-0.5507859,8.551171,5.013149,1.4670151,2.120286,2.6014805,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005387849,1744005387869,-0.5862655,8.577409,5.0246406,1.4470423,2.1434193,2.6040833,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005387869,1744005387890,-0.578746,8.592513,4.9303393,1.44931,2.1404147,2.6419177,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,21,False
1744005387890,1744005387907,-0.56775695,8.520573,4.935556,1.4433856,2.1168559,2.6424196,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,17,False
1744005387907,1744005387928,-0.62770325,8.526418,4.958635,1.4074106,2.119426,2.641631,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,21,False
1744005387928,1744005387948,-0.58576304,8.5929985,4.9115915,1.4227028,2.0738325,2.6334734,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005387948,1744005387966,-0.5657231,8.55814,4.9169335,1.4152935,2.041779,2.6346476,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,18,False
1744005387966,1744005387987,-0.5894479,8.632958,4.8900023,1.3947321,2.0121624,2.6416426,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,21,False
1744005387987,1744005388005,-0.5605008,8.54641,4.900633,1.4030063,1.9651893,2.6363235,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,18,False
1744005388005,1744005388026,-0.5852306,8.599512,4.949374,1.4138864,1.960239,2.6691234,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,21,False
1744005388026,1744005388045,-0.55368125,8.655582,4.8718767,1.4182038,1.9079922,2.6474319,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005388045,1744005388064,-0.51568323,8.606361,4.9253626,1.4209708,1.869507,2.6034172,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005388064,1744005388084,-0.60486376,8.527907,5.0258675,1.3555434,1.8578336,2.5412972,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005388084,1744005388103,-0.57534224,8.625086,4.918974,1.3413825,1.7132547,2.4449623,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005388103,1744005388124,-0.5067041,8.600326,4.8717394,1.2892637,1.7097933,2.4364293,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,21,False
1744005388124,1744005388144,-0.5832206,8.562071,4.907345,1.1859951,1.6909574,2.3997362,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005388144,1744005388163,-0.6008856,8.594273,4.911987,1.1783795,1.665584,2.4005022,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005388163,1744005388183,-0.56880385,8.56542,4.941215,1.128632,1.6692352,2.4229076,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005388183,1744005388202,-0.60428345,8.619624,4.8964214,1.1107618,1.7305282,2.4354286,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005388202,1744005388222,-0.59417975,8.619792,4.8341484,1.1156696,1.7305173,2.4392972,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005388222,1744005388241,-0.5832625,8.578228,4.8389406,1.10387,1.7150573,2.439428,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005388241,1744005388261,-0.6294201,8.593434,4.876579,1.0730715,1.7157044,2.419331,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005388261,1744005388281,-0.63238716,8.624511,4.9103594,1.0713677,1.7093225,2.42015,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005388281,1744005388301,-0.6161758,8.629895,4.950727,1.0656508,1.7113856,2.4454818,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005388301,1744005388320,-0.6446444,8.601768,4.9272175,1.0520912,1.7193403,2.4371192,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005388320,1744005388339,-0.6421977,8.656449,4.839545,1.0519038,1.7219785,2.4343166,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005388339,1744005388359,-0.58911896,8.641027,4.7851973,1.053651,1.7216684,2.4336424,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005388359,1744005388378,-0.6164151,8.607558,4.9176097,1.0533196,1.7421788,2.3456311,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005388378,1744005388398,-0.64478797,8.592454,4.992834,1.0585772,1.7286646,2.2757518,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005388398,1744005388420,-0.57966727,8.664203,4.8188763,1.0621569,1.6043801,2.0628297,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,22,False
1744005388420,1744005388438,-0.59237915,8.589122,4.8448267,1.0684963,1.5731328,2.0478048,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,18,False
1744005388438,1744005388457,-0.673155,8.568483,4.967237,1.0658916,1.5717014,2.1013868,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005388457,1744005388477,-0.6105467,8.607361,4.8985753,1.0079925,1.5074557,1.9866383,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005388477,1744005388496,-0.59129643,8.661229,4.812679,0.9895164,1.5737535,2.0597637,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005388496,1744005388518,-0.5942875,8.696685,4.718641,0.9892162,1.5730066,2.0660236,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,22,False
1744005388518,1744005388535,-0.5620382,8.63212,4.8161483,0.9484811,1.6127775,2.001245,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,17,False
1744005388535,1744005388554,-0.5615357,8.646339,4.8687005,0.94834346,1.6302335,1.9575346,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005388554,1744005388575,-0.4868138,8.750362,4.7826605,0.94904995,1.479007,1.8505331,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,21,False
1744005388575,1744005388594,-0.445418,8.713447,4.850342,0.92627686,1.4462808,1.8298494,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005388594,1744005388615,-0.48678994,8.653908,4.9778314,0.89503217,1.4550139,1.848502,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,21,False
1744005388615,1744005388633,-0.48415184,8.694293,4.8238893,0.8927314,1.4271077,1.7824895,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,18,False
1744005388633,1744005388653,-0.43090552,8.808688,4.684196,0.8693251,1.5225583,1.8811251,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005388653,1744005388674,-0.44788262,8.627305,4.8327484,0.84608763,1.5662869,1.8911929,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,21,False
1744005388674,1744005388693,-0.50254065,8.668869,4.842038,0.88230896,1.5534724,1.8973773,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005388693,1744005388715,-0.4708956,8.644068,4.8357453,0.8835017,1.5425509,1.8998777,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,22,False
1744005388715,1744005388732,-0.48755562,8.587831,4.8256893,0.8671996,1.6212844,1.8963144,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,17,False
1744005388732,1744005388752,-0.5504031,8.635256,4.8265266,0.9350559,1.6309073,1.896075,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005388752,1744005388771,-0.5559126,8.537987,4.767083,0.9355476,1.6964012,1.9769962,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005388771,1744005388791,-0.58954966,8.678614,4.7700024,0.9336925,1.8336962,1.9790285,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005388791,1744005388811,-0.65694356,8.522733,4.8856115,1.0104257,2.0599442,2.1204011,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005388811,1744005388831,-0.6836415,8.636667,4.760874,1.0238544,2.191032,2.165127,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005388831,1744005388850,-0.6418926,8.540164,4.7420363,1.0666395,2.1866663,2.159259,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005388850,1744005388869,-0.68996453,8.473201,4.867797,1.0886621,2.2364638,2.1538184,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005388869,1744005388889,-0.68544203,8.590221,4.8056974,1.0875088,2.3312051,2.1844928,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005388889,1744005388908,-0.62953967,8.51684,4.7844667,1.1285797,2.3558347,2.183444,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005388908,1744005388928,-0.6783293,8.547079,4.8068995,1.1115075,2.3687952,2.1832552,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005388928,1744005388947,-0.66384673,8.514208,4.839077,1.1171448,2.3654013,2.2068295,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,19,False
1744005388947,1744005388967,-0.6469474,8.467308,4.915474,1.134033,2.3653932,2.226735,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,20,False
1744005388967,1744005388994,-0.6548497,8.489239,4.9314404,1.1270298,2.3614516,2.2218285,0.27722996,0.5081882,0.12083782,0.20990013,0.20917901,0.31998652,1,27,False
1744005388994,1744005389017,-0.6548497,8.489239,4.9314404,1.1270298,2.3614516,2.2218285,0.27379695,0.50370455,0.13164371,0.21330835,0.20594329,0.33405432,1,23,False
1744005389017,1744005389035,-0.6548497,8.489239,4.9314404,1.1270298,2.3614516,2.2218285,0.26864144,0.50247675,0.13271269,0.21829745,0.20564924,0.3362156,1,18,False
1744005389035,1744005389055,-0.6548497,8.489239,4.9314404,1.1270298,2.3614516,2.2218285,0.26311326,0.50641066,0.13805759,0.22038946,0.20711839,0.34285524,1,20,False
1744005389055,1744005389075,-0.6548497,8.489239,4.9314404,1.1270298,2.3614516,2.2218285,0.2538284,0.504743,0.14895514,0.22599293,0.20610003,0.35438722,1,20,False
1744005389075,1744005389094,-0.6548497,8.489239,4.9314404,1.1270298,2.3614516,2.2218285,0.25143388,0.5022386,0.15801397,0.22707091,0.20527987,0.36342004,1,19,False
1744005389094,1744005389114,-0.6548497,8.489239,4.9314404,1.1270298,2.3614516,2.2218285,0.25173318,0.5027761,0.163365,0.22712004,0.2055451,0.36726102,1,20,False
1744005389114,1744005389134,-0.6548497,8.489239,4.9314404,1.1270298,2.3614516,2.2218285,0.2482269,0.49816418,0.17095782,0.22871393,0.2039498,0.37205362,1,20,False
1744005389134,1744005389150,-0.6023752,8.522923,4.9190874,1.1911554,2.3671052,2.2207847,0.2482269,0.49816418,0.17095782,0.22871393,0.2039498,0.37205362,1,16,False
1744005389150,1744005389173,-0.6023752,8.522923,4.9190874,1.1911554,2.3671052,2.2207847,0.2462905,0.49675924,0.1692902,0.22873932,0.20389663,0.3718876,1,23,False
1744005389173,1744005389193,-0.6023752,8.522923,4.9190874,1.1911554,2.3671052,2.2207847,0.23758595,0.49065074,0.1705119,0.23449443,0.20366289,0.37184092,1,20,False
1744005389193,1744005389212,-0.6023752,8.522923,4.9190874,1.1911554,2.3671052,2.2207847,0.2363826,0.48821345,0.16377427,0.23442571,0.20264418,0.37566745,1,19,False
1744005389212,1744005389239,-0.6023752,8.522923,4.9190874,1.1911554,2.3671052,2.2207847,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,27,False
1744005389239,1744005389261,-0.5240162,8.517989,4.9072604,1.2853305,2.36628,2.2245486,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,22,False
1744005389261,1744005389281,-0.49725255,8.517677,4.8884172,1.307836,2.3662155,2.2209222,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,20,False
1744005389281,1744005389300,-0.46342397,8.471592,4.8706026,1.32659,2.3706625,2.203677,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,19,False
1744005389300,1744005389320,-0.44379085,8.49692,4.8574357,1.3281674,2.3661366,2.2035205,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,20,False
1744005389320,1744005389341,-0.41908497,8.488109,4.870387,1.3353333,2.3610396,2.193087,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,21,False
1744005389341,1744005389360,-0.44687763,8.475923,4.907829,1.3252187,2.3635638,2.185063,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,19,False
1744005389360,1744005389380,-0.45199826,8.549107,4.8576994,1.3288882,2.364906,2.1750052,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,20,False
1744005389380,1744005389400,-0.40488353,8.525431,4.852459,1.3313929,2.358429,2.1757207,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,20,False
1744005389400,1744005389418,-0.4023711,8.580471,4.8488936,1.334297,2.3667798,2.1785495,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,18,False
1744005389418,1744005389437,-0.36933222,8.576356,4.8697233,1.3287569,2.3689868,2.1780918,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,19,False
1744005389437,1744005389457,-0.29429922,8.57906,4.785448,1.3053933,2.3686004,2.1016915,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,20,False
1744005389457,1744005389478,-0.2701676,8.616267,4.734834,1.3210118,2.3583448,2.0870264,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,21,False
1744005389478,1744005389496,-0.24359532,8.5512905,4.798441,1.3178483,2.3119044,2.0191596,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,18,False
1744005389496,1744005389516,-0.22851454,8.536468,4.8507004,1.3183607,2.3079376,1.9867871,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,20,False
1744005389516,1744005389536,-0.21991834,8.549322,4.8703337,1.3147265,2.29592,2.001402,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,20,False
1744005389536,1744005389556,-0.22121046,8.538238,4.845819,1.3153365,2.285445,2.0131395,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,20,False
1744005389556,1744005389577,-0.22657038,8.547935,4.8106747,1.3094442,2.288576,2.0247025,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,21,False
1744005389577,1744005389594,-0.23373091,8.498038,4.8066306,1.3088748,2.3030186,2.022632,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,17,False
1744005389594,1744005389615,-0.24371496,8.546493,4.734565,1.3151419,2.2960942,1.9575166,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,21,False
1744005389615,1744005389634,-0.21932012,8.519299,4.808114,1.3084898,2.3023012,1.9156717,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,19,False
1744005389634,1744005389655,-0.24297318,8.450917,4.880413,1.3062072,2.2222822,1.796135,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,21,False
1744005389655,1744005389674,-0.27052653,8.547618,4.7629857,1.3087764,2.1211765,1.7401675,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,19,False
1744005389674,1744005389692,-0.23815762,8.507735,4.7470436,1.2749306,2.1271548,1.7293507,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,18,False
1744005389692,1744005389712,-0.2657349,8.496316,4.799925,1.2770875,2.127526,1.7438306,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,20,False
1744005389712,1744005389735,-0.27957737,8.582834,4.7876434,1.2783072,2.0705926,1.7427665,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,23,False
1744005389735,1744005389753,-0.23011175,8.567053,4.782834,1.2159714,2.0617564,1.744426,0.23588169,0.48141477,0.15833162,0.23443805,0.2054007,0.37802765,1,18,False
