window_start,window_end,meanx,meany,meanz,sdx,sdy,sdz,meanxg,meanyg,meanzg,sdxg,sdyg,sdzg,label
1744703078923,1744703314985,-0.07342975,9.792998,2.6827488,0.8830882,2.106369,2.4663768,0.012302468,-0.017157169,-0.0493534,0.38185403,0.19761844,0.12778005,-1.0
1744703314985,1744703315004,-0.07342975,9.792998,2.6827488,0.8830882,2.106369,2.4663768,0.013371451,-0.016118733,-0.045297373,0.38184285,0.19768418,0.12832856,-1.0
1744703315004,1744703315022,-0.03962515,9.806907,2.6716163,0.90438527,2.1105266,2.4651632,0.013371451,-0.016118733,-0.045297373,0.38184285,0.19768418,0.12832856,-1.0
1744703315022,1744703315043,-0.020231312,9.856438,2.6657777,0.9117001,2.1306973,2.4594862,0.013371451,-0.016118733,-0.045297373,0.38184285,0.19768418,0.12832856,-1.0
1744703315043,1744703315063,-0.020231312,9.856438,2.6657777,0.9117001,2.1306973,2.4594862,0.011117423,-0.0112930415,-0.04540733,0.38143715,0.19834198,0.12837613,-1.0
1744703315063,1744703315082,-0.020231312,9.856438,2.6657777,0.9117001,2.1306973,2.4594862,0.01328593,-0.010120216,-0.044338346,0.38034004,0.19890925,0.12817039,-1.0
1744703315082,1744703315105,-0.027672997,9.85773,2.6371953,0.9097569,2.1305737,2.4683404,0.01328593,-0.010120216,-0.044338346,0.38034004,0.19890925,0.12817039,-1.0
1744703315105,1744703315120,-0.027672997,9.85773,2.6371953,0.9097569,2.1305737,2.4683404,0.012998831,-0.015318525,-0.045370676,0.38047558,0.19434187,0.12891334,-1.0
1744703315120,1744703315141,-0.027672997,9.85773,2.6371953,0.9097569,2.1305737,2.4683404,0.009932377,-0.014976451,-0.04695888,0.381702,0.19439568,0.12989211,-1.0
1744703315141,1744703315161,-0.027672997,9.85773,2.6371953,0.9097569,2.1305737,2.4683404,0.01985254,-0.014548857,-0.053146757,0.379399,0.19440092,0.12986109,-1.0
1744703315161,1744703315180,-0.014578279,9.862419,2.6961906,0.9087107,2.128734,2.4889877,0.01985254,-0.014548857,-0.053146757,0.379399,0.19440092,0.12986109,-1.0
1744703315180,1744703315201,-0.014578279,9.862419,2.6961906,0.9087107,2.128734,2.4889877,0.029497813,-0.017170915,-0.057282194,0.38055578,0.19528954,0.13217449,-1.0
