window_start,window_end,meanx,meany,meanz,sdx,sdy,sdz,meanxg,meanyg,meanzg,sdxg,sdyg,sdzg,label
1744710384310,1744710505855,-1.2033324,9.700957,1.4371709,0.61475456,0.48913988,0.56603634,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710505855,1744710505871,-1.179751,9.687427,1.4721719,0.63071036,0.48743677,0.58131146,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710505871,1744710505891,-1.1585865,9.680863,1.4929537,0.64220744,0.47716248,0.56538856,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710505891,1744710505911,-1.1365128,9.688335,1.4815757,0.66551876,0.4812145,0.5701264,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710505911,1744710505931,-1.1145825,9.678621,1.5075259,0.6650265,0.48091316,0.5793666,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710505931,1744710505952,-1.1162814,9.69126,1.5336199,0.6652541,0.46961996,0.59080094,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710505952,1744710505972,-1.1012665,9.685776,1.513245,0.6668184,0.46068087,0.5860197,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710505972,1744710505989,-1.1006683,9.706366,1.5238272,0.6674884,0.45331016,0.58196306,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710505989,1744710506009,-1.0826144,9.683551,1.5389558,0.6704326,0.46174783,0.5788487,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710506009,1744710506028,-1.0439525,9.687887,1.5258133,0.6896211,0.46430182,0.583615,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710506028,1744710506048,-1.0211129,9.683621,1.541259,0.69076043,0.46731552,0.58985,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710506048,1744710506068,-1.0095019,9.684627,1.5680467,0.678699,0.4681637,0.6016487,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710506068,1744710506087,-1.0049495,9.703494,1.5647446,0.6802202,0.4705937,0.605651,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710506087,1744710506109,-0.9901559,9.711084,1.5628064,0.6849823,0.46463034,0.60541856,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710506109,1744710506126,-0.9628179,9.693701,1.6052492,0.68821824,0.46428537,0.6007574,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710506126,1744710506146,-0.91886175,9.702703,1.596988,0.6951474,0.4626392,0.6044583,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710506146,1744710506166,-0.8790213,9.726931,1.5925133,0.6898552,0.4501434,0.606487,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710506166,1744710506185,-0.8491649,9.738207,1.611261,0.6703357,0.44801128,0.6277529,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710506185,1744710506209,-0.82713896,9.717904,1.6187804,0.646606,0.45031285,0.62851566,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710506209,1744710506224,-0.78279996,9.753048,1.5854542,0.6450921,0.48487878,0.68727106,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710506224,1744710506246,-0.7307322,9.747377,1.5990275,0.6245617,0.49166018,0.6927553,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710506246,1744710506264,-0.7074859,9.772897,1.59886,0.6139764,0.48950627,0.69265395,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710506264,1744710506283,-0.65144,9.777706,1.5699905,0.62825835,0.4990072,0.7270818,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710506283,1744710506305,-0.6522057,9.745792,1.6079167,0.6288464,0.5244786,0.7360229,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710506305,1744710506323,-0.6408338,9.75455,1.5898689,0.6142794,0.52407116,0.737643,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710506323,1744710506343,-0.6030751,9.757325,1.5799087,0.5976622,0.5218829,0.7406026,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710506343,1744710506361,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.0051326454,0.023080867,0.01965096,0.07809855,0.09073256,0.05890511,1.0
1744710506361,1744710506376,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.006641438,0.020796297,0.020322893,0.07873308,0.092008494,0.058690663,1.0
1744710506376,1744710506392,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.0073744548,0.020735212,0.019797564,0.07810372,0.092026785,0.058245227,1.0
1744710506392,1744710506411,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.006433749,0.022732683,0.01780009,0.07688712,0.09222604,0.05888121,1.0
1744710506411,1744710506431,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.0064948346,0.024235368,0.016272971,0.07682895,0.0925433,0.057622362,1.0
1744710506431,1744710506453,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.005900786,0.025964065,0.015045171,0.07694026,0.09331638,0.057261802,1.0
1744710506453,1744710506470,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.0068659247,0.027106347,0.014379344,0.0777325,0.092976935,0.056793485,1.0
1744710506470,1744710506489,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.007941016,0.025964065,0.014587035,0.076828584,0.09224471,0.056836557,1.0
1744710506489,1744710506509,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.005819848,0.027588915,0.01487413,0.07730273,0.09274947,0.056898654,1.0
1744710506509,1744710506528,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.007957813,0.026092343,0.014910784,0.07905834,0.09354263,0.056920335,1.0
1744710506528,1744710506548,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.0042850943,0.029433679,0.013902881,0.082921445,0.09623512,0.05736032,1.0
1744710506548,1744710506569,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.009619318,0.029366488,0.012174182,0.0828106,0.09625217,0.05716845,1.0
1744710506569,1744710506587,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.007823428,0.029781856,0.011740483,0.081843235,0.09611226,0.057176907,1.0
1744710506587,1744710506607,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.006876614,0.031394493,0.008783983,0.08142457,0.096799575,0.059173025,1.0
1744710506607,1744710506626,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.006233697,0.026397767,0.008948911,0.081569955,0.101732485,0.059309475,1.0
1744710506626,1744710506646,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.008073875,0.025438737,0.0051066848,0.08159546,0.10209351,0.06105485,1.0
1744710506646,1744710506667,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.008538119,0.024033785,0.0057786163,0.08121454,0.10319398,0.06007278,1.0
1744710506667,1744710506685,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.00561216,0.022842636,0.0027304876,0.07704628,0.104481526,0.059456386,1.0
1744710506685,1744710506705,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.010304995,0.01838956,-8.185357E-4,0.07380764,0.1025269,0.060228568,1.0
1744710506705,1744710506725,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.007554654,0.012806412,-2.0158007E-4,0.075335264,0.099784546,0.06015396,1.0
1744710506725,1744710506744,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.010268344,0.011340379,-0.0045263777,0.07610637,0.100289345,0.05632693,1.0
1744710506744,1744710506764,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.008599203,0.007840224,-0.0057969405,0.076771714,0.09763355,0.055801574,1.0
1744710506764,1744710506783,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.010156864,0.0057938863,-0.0077638687,0.07709664,0.09644245,0.05419369,1.0
1744710506783,1744710506803,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.011703837,0.00341158,-0.008790092,0.07673629,0.09388351,0.052620277,1.0
1744710506803,1744710506822,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.009967501,0.0023425987,-0.007983774,0.076969884,0.09128155,0.053582415,1.0
1744710506822,1744710506845,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.011195306,0.00193944,-0.0065421737,0.07728885,0.09084379,0.057810042,1.0
1744710506845,1744710506862,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.010761603,0.0025441768,-0.00435534,0.07791521,0.09218175,0.06178462,1.0
1744710506862,1744710506881,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.008336539,0.007149966,-0.0034024192,0.07669857,0.1005167,0.06272756,1.0
1744710506881,1744710506901,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.0103660785,0.0076386454,-0.0014965754,0.07611451,0.100834765,0.066764414,1.0
1744710506901,1744710506922,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.008788565,0.0111388005,-6.719306E-5,0.07697518,0.10819431,0.06745113,1.0
1744710506922,1744710506942,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.0077623427,0.012610942,0.0026816202,0.076367475,0.109180406,0.07089464,1.0
1744710506942,1744710506961,-0.58308303,9.767716,1.5893185,0.57250893,0.51893616,0.74698097,0.009150493,0.010515736,0.0067681875,0.07613638,0.107886866,0.07386125,1.0
