window_start,window_end,meanx,meany,meanz,sdx,sdy,sdz,meanxg,meanyg,meanzg,sdxg,sdyg,sdzg,label
1744883314500,1744883356065,-0.27945775,9.759762,1.6667087,0.023264725,0.01893625,0.017813902,-9.254334E-4,0.001539335,-0.004425589,0.0022757975,0.006565105,0.005571719,1.0
1744883356065,1744883356082,-0.27945775,9.759762,1.6667087,0.023264725,0.01893625,0.017813902,-8.704572E-4,0.0012522367,-0.004358396,0.0023101415,0.0059788967,0.005649011,1.0
1744883356082,1744883356100,-0.27945775,9.759762,1.6667087,0.023264725,0.01893625,0.017813902,-8.5213175E-4,0.0011178503,-0.004205684,0.0023284098,0.005739888,0.0057938737,1.0
1744883356100,1744883356119,-0.27945775,9.759762,1.6667087,0.023264725,0.01893625,0.017813902,-8.3380647E-4,0.001111742,-0.004040755,0.0023224168,0.0057327817,0.0058565685,1.0
1744883356119,1744883356139,-0.27945775,9.759762,1.6667087,0.023264725,0.01893625,0.017813902,-8.704572E-4,0.001282779,-0.003936911,0.0023173986,0.0057152594,0.005860953,1.0
1744883356139,1744883356159,-0.27945775,9.759762,1.6667087,0.023264725,0.01893625,0.017813902,-9.681929E-4,0.0013377554,-0.0036864635,0.0023524282,0.005698223,0.0057586525,1.0
1744883356159,1744883356178,-0.27945775,9.759762,1.6667087,0.023264725,0.01893625,0.017813902,-9.865182E-4,0.00139884,-0.003417691,0.0023406213,0.005653916,0.005553727,1.0
1744883356178,1744883356198,-0.27945775,9.759762,1.6667087,0.023264725,0.01893625,0.017813902,-0.0010048436,0.0014782504,-0.0031428095,0.0023405973,0.005622902,0.0052184416,1.0
1744883356198,1744883356220,-0.27945775,9.759762,1.6667087,0.023264725,0.01893625,0.017813902,-0.0010048436,0.0016615045,-0.0028618192,0.0023405973,0.0055108992,0.004808998,1.0
1744883356220,1744883356238,-0.27945775,9.759762,1.6667087,0.023264725,0.01893625,0.017813902,-0.0010659284,0.001850867,-0.0025502876,0.0023593337,0.005337635,0.0043653143,1.0
1744883356238,1744883356257,-0.27945775,9.759762,1.6667087,0.023264725,0.01893625,0.017813902,-0.0010781452,0.002070772,-0.0022998403,0.0023628739,0.00516601,0.0039935997,1.0
1744883356257,1744883356278,-0.27945775,9.759762,1.6667087,0.023264725,0.01893625,0.017813902,-0.001127013,0.002223484,-0.0020616099,0.0023510954,0.005033115,0.0036884246,1.0
1744883356278,1744883356296,-0.27945775,9.759762,1.6667087,0.023264725,0.01893625,0.017813902,-0.0011209046,0.0022662433,-0.0018661388,0.002353023,0.005043872,0.0034661258,1.0
1744883356296,1744883356320,-0.27945775,9.759762,1.6667087,0.023264725,0.01893625,0.017813902,-0.0011575555,0.002290677,-0.0016889928,0.0023244002,0.0050535393,0.0033156627,1.0
1744883356320,1744883356336,-0.27945775,9.759762,1.6667087,0.023264725,0.01893625,0.017813902,-0.0011331217,0.0021746166,-0.0015851487,0.0023276086,0.0049601556,0.0031700323,1.0
1744883356336,1744883356363,-0.27945775,9.759762,1.6667087,0.023264725,0.01893625,0.017813902,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356363,1744883356384,-0.28079775,9.761868,1.6659191,0.026112491,0.0235997,0.019433348,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356384,1744883356403,-0.2802474,9.762488,1.6648902,0.025807697,0.024394523,0.02056586,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356403,1744883356426,-0.28103703,9.761532,1.666613,0.026985962,0.025911132,0.024153886,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356426,1744883356443,-0.281372,9.762321,1.6657277,0.027178127,0.026349097,0.025045544,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356443,1744883356462,-0.27840492,9.764451,1.6617975,0.03037773,0.029877067,0.036699135,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356462,1744883356486,-0.28149164,9.760861,1.6690956,0.039891414,0.03736548,0.061959792,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356486,1744883356504,-0.2804388,9.759929,1.6687127,0.039728027,0.037467435,0.062136546,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356504,1744883356525,-0.28252056,9.759762,1.6689999,0.043109316,0.03736548,0.062077045,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356525,1744883356541,-0.2824727,9.761747,1.6698614,0.04310024,0.039740216,0.06241984,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356541,1744883356561,-0.28199416,9.758708,1.673977,0.043165106,0.045302395,0.068427354,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356561,1744883356581,-0.2811806,9.756986,1.6771116,0.044242363,0.0471994,0.07351349,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356581,1744883356600,-0.28488946,9.757153,1.6757476,0.046865463,0.0471994,0.07412393,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356600,1744883356619,-0.28876582,9.758683,1.6773747,0.053627435,0.048710797,0.07552592,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356619,1744883356639,-0.28536204,9.760909,1.6713388,0.061485462,0.052262064,0.088338435,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356639,1744883356657,-0.28849664,9.759545,1.6787326,0.0636831,0.052770533,0.0999606,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356657,1744883356680,-0.28009185,9.759999,1.671955,0.08436481,0.053058896,0.11012447,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356680,1744883356700,-0.28652856,9.762775,1.672601,0.09449981,0.05531173,0.1101959,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356700,1744883356719,-0.2918406,9.762272,1.6698493,0.10133377,0.05586074,0.11165424,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356719,1744883356737,-0.29550162,9.766173,1.659937,0.10351649,0.061142486,0.13186035,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
1744883356737,1744883356757,-0.29099715,9.776852,1.6581664,0.10954812,0.095802724,0.13236295,-0.0012369658,0.0021746166,-0.0015423895,0.002399666,0.0049601556,0.003128021,1.0
