timestamp,sensor_type,acc_x,acc_y,acc_z,lat,lon
1744864796977,lsm6dso Accelerometer Non-wakeup,-0.37567315,9.619446,1.9265213,30.32493512,120.14981103
1744864796979,lsm6dso Gyroscope Non-wakeup,0.002443389,0.02275406,0.0092390645,30.32493512,120.14981103
1744864796994,lsm6dso Gyroscope Non-wakeup,0.0027488125,0.0035123718,0.022983128,30.32493512,120.14981103
1744864796996,lsm6dso Accelerometer Non-wakeup,-0.13609178,9.803694,1.6429719,30.32493512,120.14981103
1744864797013,lsm6dso Gyroscope Non-wakeup,-0.0018325418,0.03191677,0.012904149,30.32493512,120.14981103
1744864797014,lsm6dso Accelerometer Non-wakeup,-0.16151553,9.728319,1.6453646,30.32493512,120.14981103
1744864797032,lsm6dso Gyroscope Non-wakeup,-0.008857286,0.034054734,0.02145601,30.32493512,120.14981103
1744864797033,lsm6dso Accelerometer Non-wakeup,-0.2632105,9.783355,1.7243278,30.32493512,120.14981103
1744864797052,lsm6dso Gyroscope Non-wakeup,-3.0542363E-4,0.037414394,0.02725906,30.32493512,120.14981103
1744864797054,lsm6dso Accelerometer Non-wakeup,-0.18664017,9.690035,1.7255242,30.32493512,120.14981103
1744864797072,lsm6dso Accelerometer Non-wakeup,-0.30029923,9.780962,1.6286149,30.32493512,120.14981103
1744864797073,lsm6dso Gyroscope Non-wakeup,-0.0,0.048409645,0.028480753,30.32493512,120.14981103
1744864797093,lsm6dso Accelerometer Non-wakeup,-0.18065812,9.776176,1.6154544,30.32493512,120.14981103
1744864797094,lsm6dso Gyroscope Non-wakeup,-0.0018325418,0.030084228,0.030924143,30.32493512,120.14981103
1744864797112,lsm6dso Gyroscope Non-wakeup,-0.0036650836,0.038330667,0.014736691,30.324939,120.14981369
1744864797113,lsm6dso Accelerometer Non-wakeup,-0.19621146,9.794122,1.6429719,30.324939,120.14981369
1744864797131,lsm6dso Accelerometer Non-wakeup,-0.33499518,9.779765,1.6537396,30.324939,120.14981369
1744864797132,lsm6dso Gyroscope Non-wakeup,0.0015271181,0.024892027,0.013820419,30.324939,120.14981369
1744864797152,lsm6dso Gyroscope Non-wakeup,9.162709E-4,0.009009997,0.01718008,30.324939,120.14981369
1744864797153,lsm6dso Accelerometer Non-wakeup,-0.14356937,9.780962,1.524228,30.324939,120.14981369
1744864797170,lsm6dso Accelerometer Non-wakeup,-0.19740787,9.78814,1.6513467,30.324939,120.14981369
1744864797172,lsm6dso Gyroscope Non-wakeup,-0.004275931,0.019088976,0.004352287,30.324939,120.14981369
1744864797191,lsm6dso Accelerometer Non-wakeup,-0.25962126,9.728319,1.721935,30.324939,120.14981369
1744864797192,lsm6dso Gyroscope Non-wakeup,-0.0076355906,0.020310672,0.013820419,30.324939,120.14981369
1744864797209,lsm6dso Gyroscope Non-wakeup,0.003970507,0.027335415,0.01718008,30.324939,120.14981369
1744864797210,lsm6dso Accelerometer Non-wakeup,-0.25004998,9.666106,1.695614,30.324939,120.14981369
1744864797229,lsm6dso Gyroscope Non-wakeup,0.0012216945,0.039857782,0.017790927,30.324939,120.14981369
1744864797230,lsm6dso Accelerometer Non-wakeup,-0.38165522,9.822836,1.5278172,30.324939,120.14981369
1744864797248,lsm6dso Gyroscope Non-wakeup,-0.010384403,0.03863609,0.034589227,30.324939,120.14981369
1744864797249,lsm6dso Accelerometer Non-wakeup,-0.3493521,9.717552,1.6441683,30.324939,120.14981369
1744864797268,lsm6dso Gyroscope Non-wakeup,-0.0030542363,0.04352287,0.038559735,30.324939,120.14981369
1744864797269,lsm6dso Accelerometer Non-wakeup,-0.2536392,9.736694,1.7362919,30.324939,120.14981369
1744864797289,lsm6dso Accelerometer Non-wakeup,-0.1372882,9.784551,1.6657037,30.324939,120.14981369
1744864797290,lsm6dso Gyroscope Non-wakeup,-0.005497625,0.056045234,0.051387526,30.324939,120.14981369
1744864797306,lsm6dso Gyroscope Non-wakeup,-0.009773556,0.081700824,0.05688515,30.324939,120.14981369
1744864797307,lsm6dso Accelerometer Non-wakeup,-0.14117654,9.627821,1.7650058,30.324939,120.14981369
1744864797327,lsm6dso Gyroscope Non-wakeup,0.0045813546,0.08322794,0.052303795,30.324939,120.14981369
1744864797329,lsm6dso Accelerometer Non-wakeup,-0.33020952,9.729516,1.7051853,30.324939,120.14981369
1744864797347,lsm6dso Accelerometer Non-wakeup,-0.33379877,9.808479,1.5819548,30.324939,120.14981369
1744864797348,lsm6dso Gyroscope Non-wakeup,-0.00671932,0.0762032,0.062382776,30.324939,120.14981369
1744864797366,lsm6dso Gyroscope Non-wakeup,-0.009162709,0.07162184,0.07154548,30.324939,120.14981369
1744864797367,lsm6dso Accelerometer Non-wakeup,-0.20937198,9.759426,1.7506489,30.324939,120.14981369
1744864797387,lsm6dso Gyroscope Non-wakeup,-0.009773556,0.07986828,0.06910209,30.324939,120.14981369
1744864797389,lsm6dso Accelerometer Non-wakeup,-0.070289165,9.712767,1.7279171,30.324939,120.14981369
1744864797405,lsm6dso Gyroscope Non-wakeup,-0.00671932,0.09208523,0.06452074,30.324939,120.14981369
1744864797406,lsm6dso Accelerometer Non-wakeup,-0.17347965,9.730712,1.843969,30.324939,120.14981369
1744864797425,lsm6dso Gyroscope Non-wakeup,0.0036650836,0.07406523,0.06696413,30.324939,120.14981369
1744864797426,lsm6dso Accelerometer Non-wakeup,-0.14117654,9.827621,1.6513467,30.324939,120.14981369
1744864797445,lsm6dso Gyroscope Non-wakeup,-0.007941014,0.07345438,0.059023116,30.324939,120.14981369
1744864797447,lsm6dso Accelerometer Non-wakeup,-0.13010973,9.928121,1.6010975,30.324939,120.14981369
1744864797464,lsm6dso Accelerometer Non-wakeup,-0.03918247,9.962816,1.6154544,30.324939,120.14981369
1744864797465,lsm6dso Gyroscope Non-wakeup,-0.004886778,0.052685577,0.055358034,30.324939,120.14981369
1744864797484,lsm6dso Gyroscope Non-wakeup,-0.005497625,0.036803547,0.046195325,30.324939,120.14981369
1744864797486,lsm6dso Accelerometer Non-wakeup,0.18095721,9.946067,1.3926228,30.324939,120.14981369
1744864797503,lsm6dso Gyroscope Non-wakeup,0.0061084726,0.044744562,0.022983128,30.324939,120.14981369
1744864797504,lsm6dso Accelerometer Non-wakeup,0.06011967,9.690035,1.1676974,30.324939,120.14981369
1744864797523,lsm6dso Gyroscope Non-wakeup,-0.006413896,0.025502874,0.024204822,30.324939,120.14981369
